container.title,created,deposited,published.online,doi,indexed,issn,issue,issued,member,page,prefix,publisher,score,source,reference.count,references.count,is.referenced.by.count,subject,title,type,url,abstract,short.container.title,author,link,license,alternative.id,language,reference,volume,published.print,update.policy,assertion,subtitle,funder,archive
Revista Mad,2017-09-04,2017-09-04,2017-05-29,10.5354/0718-0527.2017.46143,2022-04-06,0718-0527,36,2017-05-29,3330,NA,10.5354,Universidad de Chile,1,Crossref,0,0,0,General Social Sciences,"El aporte del sistema biológico, psíquico y social a la construcción de la temporalidad en niños con VIH",journal-article,http://dx.doi.org/10.5354/0718-0527.2017.46143,NA,NA,,,,72-87,NA,,0,NA,NA,,NA,,NA
Kybernetes,2017-12-05,2020-09-30,NA,10.1108/k-05-2017-0190,2022-07-07,0368-492X,2,2018-02-05,140,369-391,10.1108,Emerald,1,Crossref,44,44,1,"Computer Science (miscellaneous),Social Sciences (miscellaneous),Theoretical Computer Science,Control and Systems Engineering,Engineering (miscellaneous)",Crime and punishment as a social system: the case of prison overcrowding,journal-article,http://dx.doi.org/10.1108/k-05-2017-0190,"<jats:sec>
<jats:title content-type=""abstract-subheading"">Purpose</jats:title>
<jats:p>This paper presents an actor-based conceptualization of the increasing oscillatory pattern of prison overcrowding in Colombia. The research proposes a dynamic hypothesis that explains that unintended behavioural pattern as a result of delayed balance feedback loops shaped by decision-making processes of actors that intend to control crime. This system matches a well-known systemic archetype that explains those persistent oscillations. The paper also introduces a simulation model for testing that dynamic hypothesis and for delivering concrete courses of action. This work illustrates the relevance for policymakers to understand the dynamic complexity of social systems as the outcome of the agency of actors who take action to defend their own interests. Such actions ultimately form a complex web of interactions that drive the performance of such systems with unintended consequences. In particular, the construction of explicit models provides better chances of devising policies that consider the system-level implications of those interactions.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Design/methodology/approach</jats:title>
<jats:p>This work uses system dynamics modelling. First, the paper presents a conceptual model anchored in operational thinking, which refers to the identification of actors and decisions, and the manner in which those decisions ultimately build the respective social system in which the oscillatory pattern emerges. Second, it identifies key feedback structures that result from those chains of decisions. Finally, the paper introduces a simulation model for suggesting policy implications for decisionmakers.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Findings</jats:title>
<jats:p>The increasing oscillatory pattern that prison overcrowding in Colombia has displayed over the last 20 years is the outcome of a wide variety of laws that increase sanctions on criminal conducts, a phenomenon known as “legislative inflation”. Such reactions against crime are propelled and sustained by society and policymakers as the result of static and linear thinking that simply delivers “more punishment” of crime – harsher legislation and longer prison terms – which ultimately boosts long-term prison overcrowding and further cycles of crime control and overcrowding. Such actions create permanent negative feedback loops that involve various material and information delays, which – coupled with the reinforcing feedback loops – explain the previously mentioned behavioural pattern. Through a system dynamics simulation model, this paper tests and explains the proposed dynamic hypothesis and shows how policymakers can enhance and develop their dynamic understanding to explore and design effective policies intended to tackle prison overcrowding.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Practical implications</jats:title>
<jats:p>This paper presents a practical and concrete case that bridges the fields of criminal policy and prison management through systems thinking. It uses the case of prison overcrowding in Colombia to demonstrate the relevance of incorporating systemic thinking into the cognitive portfolio of policymakers if they aspire to improve complex systems.</jats:p>
</jats:sec>
<jats:sec>
<jats:title content-type=""abstract-subheading"">Originality/value</jats:title>
<jats:p>Criminal policy and prison management are different fields that typically belong to different traditions (law and criminal psychology for the former, public administration for the latter). The work presented here bridges those perspectives under a single engineering and systemic perspective that answers questions in both fields and serves as a unifying framework for designing more coherent criminal policies that meet the practical requirements and restrictions that prison management implies.</jats:p>
</jats:sec>",K,,,,10.1108/K-05-2017-0190,en,,47,2018-02-05,NA,,NA,,NA
Revista Española de Investigaciones Sociológicas,2016-07-12,2016-07-12,2016,10.5477/cis/reis.155.133,2022-04-02,"0210-5233,1988-5903",NA,2016,3435,NA,10.5477,Centro de Investigaciones Sociologicas,1,Crossref,0,0,0,Sociology and Political Science,Diadismo en los fundamentos sociológicos de Luhmann y Latour: comunicación y asociación comparadas / Dyadism in the Sociological Foundations of Luhmann and Latour: Communication and Association Compared,journal-article,http://dx.doi.org/10.5477/cis/reis.155.133,NA,Reis,,,,NA,NA,,155,2016,NA,,NA,,NA
International Journal of Information Management,2018-02-22,2019-10-11,NA,10.1016/j.ijinfomgt.2017.12.011,2023-04-25,0268-4012,NA,2018-06,78,111-119,10.1016,Elsevier BV,1,Crossref,57,57,20,"Library and Information Sciences,Computer Networks and Communications,Information Systems",Analyzing the scientific evolution and impact of e-Participation research in JCR journals using science mapping,journal-article,http://dx.doi.org/10.1016/j.ijinfomgt.2017.12.011,NA,International Journal of Information Management,,,,S0268401216307666,en,,40,2018-06,http://dx.doi.org/10.1016/elsevier_cm_policy,,NA,,NA
Portuguese Journal of Social Science,2017-02-12,2022-11-30,NA,10.1386/pjss.15.3.409_1,2022-12-01,1476-413X,3,2016-09-01,358,409-431,10.1386,Intellect,1,Crossref,0,0,4,General Social Sciences,"Spaces of inequality: It’s not differentiation, it is inequality! A socio-spatial analysis of the City of Porto",journal-article,http://dx.doi.org/10.1386/pjss.15.3.409_1,NA,portuguese journal of social science,,,,1476-413X(20160901)15:3L.409;1-,en,,15,2016-09-01,NA,,NA,,NA
Revista de Estudios Sociales,2017-05-11,2023-03-17,NA,10.7440/res60.2017.06,2023-03-17,"0123-885X,1900-5180",60,2017-04,11812,72-86,10.7440,Universidad de los Andes,1,Crossref,40,40,6,"General Social Sciences,Sociology and Political Science,Cultural Studies,Gender Studies,Arts and Humanities (miscellaneous),History","Religión, medioambiente y desarrollo sustentable: la integralidad en la cosmología católica",journal-article,http://dx.doi.org/10.7440/res60.2017.06,NA,Rev.estud.soc.,,,,10.7440/res60.2017.06,es,,NA,2017-04,NA,,NA,,NA
Revista Austral de Ciencias Sociales,2019-08-23,2023-01-24,2016,10.4206/rev.austral.cienc.soc.2016.n31-01,2023-01-25,"0717-3202,0718-1795",31,2016,2722,5-23,10.4206,Sistema de Bibliotecas UACH,1,Crossref,0,0,0,General Social Sciences,Observaciones respecto del turismo y el desarrollo territorial en contextos urbanos segregados: La paradoja de la inclusión de lo local,journal-article,http://dx.doi.org/10.4206/rev.austral.cienc.soc.2016.n31-01,NA,Rev.Austral.Cienc.Soc,,,,NA,NA,,NA,2016,NA,,NA,,NA
Bitácora Urbano Territorial,2016-07-18,2020-07-14,2016-01-01,10.15446/bitacora.v26n1.40254,2022-03-30,"2027-145X,0124-7913",1,2016-01-01,6146,103-110,10.15446,Universidad Nacional de Colombia,1,Crossref,8,8,0,"Urban Studies,Arts and Humanities (miscellaneous),Geography, Planning and Development",La Ciudad-Cuenca: una expresión socioecológica del territorio,journal-article,http://dx.doi.org/10.15446/bitacora.v26n1.40254,"<jats:p>Con los procesos de desarrollo urbano es necesario pensar si aún es conveniente asumir lo ambiental como una categoría fuera de una noción socioeconómica para vislumbrar los elementos que puedan definir un sistema particular, o aún mejor, complejo dentro de la ordenación territorial. Para la aprehensión básica de las disparidades municipales de nuestro territorio es importante denotar, en primera instancia, que los elementos conformantes de una Ciudad-Cuenca pueden o están sujetos a fuertes tensiones que determinan un paisaje irregular en términos sociales y económicos.De esta forma, se pretende desarrollar teóricamente algunas percepciones que coadyuven en la aprehensión de la Ciudad-Cuenca y sus posibles determinantes en la organización social de los asentamientos humanos, abordando de manera sintagmática y descriptiva el proceso de configuración de este sistema socioecológico. </jats:p>",Bitácora Urbano Territorial,,,,NA,NA,,26,NA,NA,,NA,,NA
Anuario Colombiano de Historia Social y de la Cultura,2016-12-19,2022-07-18,2016-07-01,10.15446/achsc.v43n2.59071,2022-07-19,"2256-5647,0120-2456",2,2016-07-01,6146,89,10.15446,Universidad Nacional de Colombia,1,Crossref,41,41,2,"History,Cultural Studies",Languages of Difference in the Early Modern Portuguese Empire. The Spread of “Caste” in the Indian World,journal-article,http://dx.doi.org/10.15446/achsc.v43n2.59071,"<jats:p>This essay discusses the circulation of the language of caste in the Indian world in the context of the Portuguese empire. Caste is an inevitable word in the moment of considering the Indian social system, as well as to compare it with European/Western societies. Since it was a word initially brought by the Portuguese to the Indian world, it is relevant to ask whether the Portuguese played an important role in its transformation into such a relevant social category. Six of the most important sixteenth-century narratives about the Portuguese presence in India, as well as treatises, letters, legal documents, vocabularies and dictionaries of the early-modern period will be under scrutiny in order to identify the variations of the word “casta”, its circulation in Estado da Índia, and beyond it. The analysis of these sources will also permit to understand how Portuguese colonial experience shaped the future meanings of “casta”, and therefore, the ways “casta” shaped Indian society (and not only).</jats:p>",Anu. colomb. histo. soc. cult.,,,,NA,NA,,43,NA,NA,,NA,,NA
Social Policy &amp; Administration,2017-02-03,2022-07-23,2017-02-03,10.1111/spol.12290,2022-07-23,0144-5596,2,2017-02-03,311,328-347,10.1111,Wiley,1,Crossref,101,101,4,"Public Administration,Sociology and Political Science,Development",A Changing Labour Market under the Intensification of Dualization. The Experience of a Southern European Society,journal-article,http://dx.doi.org/10.1111/spol.12290,NA,Social Policy &amp; Administration,,,,NA,en,,51,2017-03,NA,,NA,,Portico
"Ilha do Desterro A Journal of English Language, Literatures in English and Cultural Studies",2017-07-11,2017-07-11,2017-01-27,10.5007/2175-8026.2017v70n1p91,2022-04-02,"2175-8026,0101-4846",1,2017-01-27,2924,91,10.5007,Universidade Federal de Santa Catarina (UFSC),1,Crossref,0,0,0,Literature and Literary Theory,Entre humanos e bestas: o insólito ficcional em The Great God Pan e Shame,journal-article,http://dx.doi.org/10.5007/2175-8026.2017v70n1p91,"<jats:p>http://dx.doi.org/10.5007/2175-8026.2017v70n1p91O objetivo deste trabalho é analisar duas obras ficcionais, a novela The Great God Pan, de Arthur Machen, e o romance Shame, de Salman Rushdie, que contêm situações e eventos insólitos, examinando-as de modo a discutir como os elementos fantásticos presentes em ambos os textos relacionam-se ao contexto de produção das obras, ou seja, respectivamente, o século XIX e a segunda metade do século XX. Machen promoveu uma ruptura em relação à tradição das histórias de horror, então em voga, e Rushdie introduziu na literatura pós-colonial indiana características do Realismo Mágico. Temporalmente distantes, as duas obras recorrem a um mesmo artifício, típico da ficção fantástica, a metamorfose de personagens, e, por meio dela, os autores constroem uma crítica subliminar ao sistema político e social dominante em seu tempo.</jats:p>","R. Ilha do Desterro A J. of En. Language, Lit. in English and Cult. Studies",,,,NA,NA,,70,NA,NA,,NA,,NA
História da Historiografia: International Journal of Theory and History of Historiography,2019-05-16,2020-01-13,2018-07-16,10.15848/hh.v0i27.1323,2022-03-29,1983-9928,27,2018-07-16,6705,NA,10.15848,Sociedade Brasileria de Teoria e Historia de Historiografia,1,Crossref,0,0,0,History,"Sistemas narrativos historiográficos: La realidad de la ficción en Pedro Bohórquez, el Inca del Tucumán",journal-article,http://dx.doi.org/10.15848/hh.v0i27.1323,"<jats:p>El presente artículo atiende dos preguntas interrelacionadas. Por un lado, se interroga por el estatuto de la ficción, incluyendo entre sus modalidades a la narración. Por otro lado, se enfoca la especificidad de la operación historiográfica y su vinculación con las modalidades ficcionales. Para ello se avanza en el entrecruzamiento de la filosofía narrativista de la historia y de la teoría de sistemas, considerando para ello a autores clave como Hayden White y Niklas Luhmann. Finalmente, se abordará una narrativa en particular, la obra de Teresa Piossek Prebisch, Pedro Bohórquez, el Inca del Tucumán, lo cual permitirá observar este cruce teórico en funcionamiento. Y, a la vez, poner en perspectiva apropiadamente el problema, rasgos y alcance del recurso ficcional en el marco de lo que aquí se denomina sistemas narrativos historiográficos.</jats:p>",Hist. Historiogr.,,,,NA,NA,,11,NA,NA,,NA,,NA
